USM,UPM,FACTOR,REGION,ZONA,tipo.viv,NivInst,x,y,tipoViv,FACTORlog,y_w,FACTORcounts,ylogc,ylogcpred,ypred
8,24,161,1,1,3,3,0,1974167.2166666668,3,0.10164608253780827,317840921.8833333,24,1.0959261914630183,0.06190273966237322,701961.4402951547
10,24,161,1,1,3,1,0,982778.3333333333,3,0.10164608253780827,158227311.66666666,24,0.398407860048291,0.06190273966237322,701961.4402951547
11,24,161,1,1,3,2,312000,762666.6666666667,3,0.10164608253780827,122789333.33333334,24,0.14484532933123972,0.06190273966237322,701961.4402951547
12,24,161,1,1,3,2,0,1521491.2625474012,3,0.10164608253780827,244960093.2701316,24,0.8354704921632141,0.06190273966237322,701961.4402951547
1,25,135,1,1,3,2,0,1300148.3333333333,3,-0.07448350400822523,175520025,25,0.6782579050041893,-0.08286429741170964,607353.7691907816
2,25,135,1,1,3,1,0,548000,3,-0.07448350400822523,73980000,25,-0.18570044755232473,-0.08286429741170964,607353.7691907816
3,25,135,1,1,3,3,0,1275083.3333333333,3,-0.07448350400822523,172136250,25,0.658791080433474,-0.08286429741170964,607353.7691907816
4,25,135,1,1,3,3,0,80000,3,-0.07448350400822523,10800000,25,-2.1099490998264585,-0.08286429741170964,607353.7691907816
5,25,135,1,1,3,2,0,364782.5117109079,3,-0.07448350400822523,49245639.08097257,25,-0.5926744168382516,-0.08286429741170964,607353.7691907816
6,25,135,1,1,3,1,0,208000,3,-0.07448350400822523,28080000,25,-1.1544376547990218,-0.08286429741170964,607353.7691907816
7,25,135,1,1,3,1,0,184166.66666666663,3,-0.07448350400822523,24862499.999999996,25,-1.2761345897765413,-0.08286429741170964,607353.7691907816
8,25,135,1,1,3,1,0,180000,3,-0.07448350400822523,24300000,25,-1.2990188836101293,-0.08286429741170964,607353.7691907816
9,25,135,1,1,3,1,0,450666.66666666674,3,-0.07448350400822523,60840000.00000001,25,-0.38124776656554005,-0.08286429741170964,607353.7691907816
10,25,135,1,1,3,1,0,580900,3,-0.07448350400822523,78421500,25,-0.12739710950185312,-0.08286429741170964,607353.7691907816
11,25,135,1,1,3,4,0,1448983.3333333333,3,-0.07448350400822523,195612750,25,0.7866417055687762,-0.08286429741170964,607353.7691907816
12,25,135,1,1,3,1,0,246666.6666666667,3,-0.07448350400822523,33300000.000000004,25,-0.9839378369702345,-0.08286429741170964,607353.7691907816
2,26,134,1,1,3,3,0,181322,3,-0.08191848249574374,24297148,26,-1.2917012782657125,-0.08888774266212693,603706.4028977863
3,26,134,1,1,3,0,0,1132902.3333333333,3,-0.08191848249574374,151808912.66666666,26,0.5405623209880108,-0.08888774266212693,603706.4028977863
4,26,134,1,1,3,3,0,1382985.328184252,3,-0.08191848249574374,185320033.97668976,26,0.7400239884199689,-0.08888774266212693,603706.4028977863
5,26,134,1,1,3,3,0,118209,3,-0.08191848249574374,15840006,26,-1.7195214902950262,-0.08888774266212693,603706.4028977863
6,26,134,1,1,3,3,0,217516,3,-0.08191848249574374,29147144,26,-1.1097033234588505,-0.08888774266212693,603706.4028977863
7,26,134,1,1,3,1,0,412689.716707562,3,-0.08191848249574374,55300422.03881331,26,-0.4692797151650048,-0.08888774266212693,603706.4028977863
8,26,134,1,1,3,1,0,542000,3,-0.08191848249574374,72628000,26,-0.19670973306069328,-0.08888774266212693,603706.4028977863
9,26,134,1,1,3,1,166400,691053.3333333333,3,-0.08191848249574374,92601146.66666666,26,0.04624126911570947,-0.08888774266212693,603706.4028977863
10,26,134,1,1,3,1,0,322333.3333333333,3,-0.08191848249574374,43192666.666666664,26,-0.7163895277151546,-0.08888774266212693,603706.4028977863
11,26,134,1,1,3,2,0,352083.33333333326,3,-0.08191848249574374,47179166.66666666,26,-0.628107844497066,-0.08888774266212693,603706.4028977863
12,26,134,1,1,3,2,0,1027000,3,-0.08191848249574374,137618000,26,0.44242147542821897,-0.08888774266212693,603706.4028977863
3,27,176,1,1,3,1,426400,859733.3333333333,3,0.1907257125914965,151313066.66666666,27,0.2646465291438602,0.134965775296076,755168.958115655
5,27,176,1,1,1,4,60666.66666666667,4270994.911517586,1,0.1907257125914965,751695104.427095,27,1.8676263449373707,0.134965775296076,755168.958115655
6,27,176,1,1,3,8,0,1321666.6666666667,3,0.1907257125914965,232613333.33333334,27,0.6946731109004993,0.134965775296076,755168.958115655
7,27,176,1,1,2,7,0,1332500,2,0.1907257125914965,234520000,27,0.7028364215396596,0.134965775296076,755168.958115655
8,27,176,1,1,1,7,0,208000,1,0.1907257125914965,36608000,27,-1.1544376547990218,0.134965775296076,755168.958115655
9,27,176,1,1,1,2,0,212000,1,0.1907257125914965,37312000,27,-1.1353894598283265,0.134965775296076,755168.958115655
11,27,176,1,1,2,7,0,2956322.1748868977,2,0.1907257125914965,520312702.78009397,27,1.4997255317799407,0.134965775296076,755168.958115655
2,28,154,1,1,4,7,0,5626833.333333334,4,0.05719431996697466,866532333.3333334,28,2.1433263653958914,0.025468262003059863,676846.1513549369
5,28,154,1,1,3,7,0,1300000,3,0.05719431996697466,200200000,28,0.6781438089492884,0.025468262003059863,676846.1513549369
6,28,154,1,1,3,0,1300000,4817804.441666667,3,0.05719431996697466,741941884.0166668,28,1.9880978587404368,0.025468262003059863,676846.1513549369
7,28,154,1,1,3,2,0,494000,3,0.05719431996697466,76076000,28,-0.28944021731241776,0.025468262003059863,676846.1513549369
8,28,154,1,1,3,2,0,829166.6666666667,3,0.05719431996697466,127691666.66666667,28,0.22844544586429905,0.025468262003059863,676846.1513549369
9,28,154,1,1,1,0,0,2367083.333333333,1,0.05719431996697466,364530833.3333333,28,1.277438080702888,0.025468262003059863,676846.1513549369
10,28,154,1,1,3,4,0,1083333.3333333333,3,0.05719431996697466,166833333.3333333,28,0.4958222521553335,0.025468262003059863,676846.1513549369
12,28,154,1,1,1,3,0,337083.3333333334,1,0.05719431996697466,51910833.333333336,28,-0.671645554795747,0.025468262003059863,676846.1513549369
4,29,237,1,1,3,2,0,955166.6666666665,3,0.48830185868847664,226374499.99999997,29,0.36991011082334246,0.378647698345034,963549.0867491342
6,29,237,1,1,3,6,0,600000,3,0.48830185868847664,142200000,29,-0.0950460792841934,0.378647698345034,963549.0867491342
7,29,237,1,1,3,2,0,123500,3,0.48830185868847664,29269500,29,-1.6757345784323068,0.378647698345034,963549.0867491342
9,29,237,1,1,3,3,0,800000,3,0.48830185868847664,189600000,29,0.19263599316758828,0.378647698345034,963549.0867491342
10,29,237,1,1,3,0,0,676166.6666666666,3,0.48830185868847664,160251500,29,0.024463859478052186,0.378647698345034,963549.0867491342
11,29,237,1,1,3,7,0,1733333.333333333,3,0.48830185868847664,410799999.99999994,29,0.9658258814010701,0.378647698345034,963549.0867491342
12,29,237,1,1,3,4,0,650000,3,0.48830185868847664,154050000,29,-0.015003371610657013,0.378647698345034,963549.0867491342
1,30,171,1,1,3,6,0,455000,3,0.1619052740560054,77805000,30,-0.37167831554938857,0.1112572413467409,737475.5800337184
3,30,171,1,1,2,4,0,541666.6666666666,2,0.1619052740560054,92625000,30,-0.1973249284046119,0.1112572413467409,737475.5800337184
4,30,171,1,1,2,7,3744000,4946500,2,0.1619052740560054,845851500,30,2.0144598002629373,0.1112572413467409,737475.5800337184
8,30,171,1,1,2,7,0,1707213.5939475053,2,0.1619052740560054,291933524.5650234,30,0.9506421087307153,0.1112572413467409,737475.5800337184
9,30,171,1,1,3,7,0,4121710.153955453,3,0.1619052740560054,704812436.3263825,30,1.8320477076304247,0.1112572413467409,737475.5800337184
12,30,171,1,1,3,7,0,1408482.0432745928,3,0.1619052740560054,240850429.39995536,30,0.7582921039059904,0.1112572413467409,737475.5800337184
3,31,513,1,1,3,7,0,1851086.0886978202,3,1.2605175627241145,949607163.5019817,31,1.0315520862827317,1.011876912451365,1815021.5990872646
7,31,513,1,1,4,7,5200,955283.3333333333,4,1.2605175627241145,490060349.99999994,31,0.37003224609703445,1.011876912451365,1815021.5990872646
1,32,171,1,1,3,2,0,1576507.602795747,3,0.1619052740560054,269582800.0780727,32,0.8709915670521173,0.1112572413467409,737475.5800337184
2,32,171,1,1,2,3,52000,1905270.8751580045,2,0.1619052740560054,325801319.6520188,32,1.060403734636175,0.1112572413467409,737475.5800337184
3,32,171,1,1,4,4,52000,2647666.666666667,4,0.1619052740560054,452751000.00000006,32,1.389458293464683,0.1112572413467409,737475.5800337184
4,32,171,1,1,3,4,6933.333333333334,2531100,3,0.1619052740560054,432818100,32,1.344433535339352,0.1112572413467409,737475.5800337184
5,32,171,1,1,3,2,0,184166.66666666663,3,0.1619052740560054,31492499.999999993,32,-1.2761345897765413,0.1112572413467409,737475.5800337184
7,32,171,1,1,4,7,4420000,9945000,4,0.1619052740560054,1700595000,32,2.7128494567877333,0.1112572413467409,737475.5800337184
8,32,171,1,1,4,1,416000,8373083.333333334,4,0.1619052740560054,1431797250,32,2.5408017402800684,0.1112572413467409,737475.5800337184
9,32,171,1,1,4,4,0,2675833.3333333335,4,0.1619052740560054,457567500,32,1.40004040279522,0.1112572413467409,737475.5800337184
12,32,171,1,1,3,7,0,650000,3,0.1619052740560054,111150000,32,-0.015003371610657013,0.1112572413467409,737475.5800337184
2,33,179,1,1,3,1,0,969405.6598074207,3,0.20762752339410007,173523613.1055283,33,0.3847074273583253,0.14886218264760875,765736.3478980988
3,33,179,1,1,3,2,0,208000,3,0.20762752339410007,37232000,33,-1.1544376547990218,0.14886218264760875,765736.3478980988
4,33,179,1,1,3,3,0,1105000,3,0.20762752339410007,197795000,33,0.5156248794515133,0.14886218264760875,765736.3478980988
5,33,179,1,1,3,3,0,145166.66666666666,3,0.20762752339410007,25984833.333333332,33,-1.5140932268758913,0.14886218264760875,765736.3478980988
6,33,179,1,1,3,0,0,416000,3,0.20762752339410007,74464000,33,-0.46129047423907643,0.14886218264760875,765736.3478980988
8,33,179,1,1,3,2,0,791916.6666666665,3,0.20762752339410007,141753083.3333333,33,0.18248043292297567,0.14886218264760875,765736.3478980988
9,33,179,1,1,3,4,0,599418.0500408954,3,0.20762752339410007,107295830.95732027,33,-0.09601646655617202,0.14886218264760875,765736.3478980988
11,33,179,1,1,3,3,0,1078566.6666666665,3,0.20762752339410007,193063433.3333333,33,0.4914125436666339,0.14886218264760875,765736.3478980988
12,33,179,1,1,3,2,0,147333.33333333334,3,0.20762752339410007,26372666.666666668,33,-1.4992781410907519,0.14886218264760875,765736.3478980988
1,34,138,1,1,3,3,0,546000,3,-0.052504597289449784,75348000,34,-0.18935675875543367,-0.06484353682187517,618397.959533974
2,34,138,1,1,3,7,520000,1248985.946910551,3,-0.052504597289449784,172360060.67365605,34,0.6381115240892026,-0.06484353682187517,618397.959533974
3,34,138,1,1,3,4,0,1564333.3333333333,3,-0.052504597289449784,215878000,34,0.863239292625968,-0.06484353682187517,618397.959533974
4,34,138,1,1,3,1,0,65000,3,-0.052504597289449784,8970000,34,-2.317588464604702,-0.06484353682187517,618397.959533974
5,34,138,1,1,3,1,0,411666.66666666674,3,-0.052504597289449784,56810000.00000001,34,-0.4717617741063709,-0.06484353682187517,618397.959533974
6,34,138,1,1,3,1,0,690571.893821102,3,-0.052504597289449784,95298921.34731208,34,0.04554435142449442,-0.06484353682187517,618397.959533974
7,34,138,1,1,3,7,0,1564333.3333333333,3,-0.052504597289449784,215878000,34,0.863239292625968,-0.06484353682187517,618397.959533974
9,34,138,1,1,3,4,0,819000,3,-0.052504597289449784,113022000,34,0.21610834935273004,-0.06484353682187517,618397.959533974
10,34,138,1,1,3,4,0,624000,3,-0.052504597289449784,86112000,34,-0.055825366130910936,-0.06484353682187517,618397.959533974
11,34,138,1,1,3,0,0,211250,3,-0.052504597289449784,29152500,34,-1.1389334682630565,-0.06484353682187517,618397.959533974
1,35,151,1,1,3,4,0,323000,3,0.03752155436826943,48773000,35,-0.7143234112776824,0.009303430658128595,665993.0034523915
2,35,151,1,1,3,1,0,364000,3,0.03752155436826943,54964000,35,-0.5948218668635992,0.009303430658128595,665993.0034523915
3,35,151,1,1,3,0,0,270833.3333333334,3,0.03752155436826943,40895833.333333336,35,-0.8904721089645573,0.009303430658128595,665993.0034523915
4,35,151,1,1,3,7,0,660833.3333333334,3,0.03752155436826943,99785833.33333334,35,0.001525930340553927,0.009303430658128595,665993.0034523915
5,35,151,1,1,3,1,0,88833.33333333333,3,0.03752155436826943,13413833.333333332,35,-2.005213779562551,0.009303430658128595,665993.0034523915
6,35,151,1,1,3,4,0,100000,3,0.03752155436826943,15100000,35,-1.886805548512248,0.009303430658128595,665993.0034523915
7,35,151,1,1,3,7,0,130000,3,0.03752155436826943,19630000,35,-1.6244412840447566,0.009303430658128595,665993.0034523915
8,35,151,1,1,3,3,0,937437.3657772305,3,0.03752155436826943,141553042.2323618,35,0.3511742112747296,0.009303430658128595,665993.0034523915
9,35,151,1,1,3,2,0,234000,3,0.03752155436826943,35334000,35,-1.036654619142638,0.009303430658128595,665993.0034523915
11,35,151,1,1,3,3,0,225000,3,0.03752155436826943,33975000,35,-1.0758753322959187,0.009303430658128595,665993.0034523915
12,35,151,1,1,3,5,0,2279333.333333333,3,0.03752155436826943,344179333.3333333,35,1.2396625470307967,0.009303430658128595,665993.0034523915
1,36,146,1,1,3,1,0,403666.6666666667,3,0.003848339261681488,58935333.333333336,36,-0.49138627961535697,-0.018404903088628327,647792.7606645807
2,36,146,1,1,3,2,0,200500,3,0.003848339261681488,29273000,36,-1.1911614877537158,-0.018404903088628327,647792.7606645807
4,36,146,1,1,3,3,0,851516.6666666665,3,0.003848339261681488,124321433.33333331,36,0.25504333871286455,-0.018404903088628327,647792.7606645807
5,36,146,1,1,3,3,0,612916.6666666667,3,0.003848339261681488,89485833.33333334,36,-0.07374675125280206,-0.018404903088628327,647792.7606645807
6,36,146,1,1,3,4,0,422500,3,0.003848339261681488,61685000,36,-0.44578628770311113,-0.018404903088628327,647792.7606645807
7,36,146,1,1,3,2,0,616646.6666666667,3,0.003848339261681488,90030413.33333334,36,-0.06767953805445437,-0.018404903088628327,647792.7606645807
8,36,146,1,1,3,3,0,456000,3,0.003848339261681488,66576000,36,-0.36948292498595414,-0.018404903088628327,647792.7606645807
9,36,146,1,1,3,6,0,422500,3,0.003848339261681488,61685000,36,-0.44578628770311113,-0.018404903088628327,647792.7606645807
10,36,146,1,1,3,2,0,821833.3333333335,3,0.003848339261681488,119987666.66666669,36,0.21956188249573216,-0.018404903088628327,647792.7606645807
11,36,146,1,1,3,1,0,534482,3,0.003848339261681488,78034372,36,-0.21067768093532102,-0.018404903088628327,647792.7606645807
12,36,146,1,1,3,2,0,412641.66666666674,3,0.003848339261681488,60245683.33333334,36,-0.46939615334224527,-0.018404903088628327,647792.7606645807
1,37,161,1,1,3,4,0,2343835,3,0.10164608253780827,377357435,37,1.2675680212274276,0.06190273966237322,701961.4402951547
2,37,161,1,1,3,2,0,88500,3,0.10164608253780827,14248500,37,-2.0089731824864554,0.06190273966237322,701961.4402951547
4,37,161,1,1,3,7,0,1835654.6955163956,3,0.10164608253780827,295540405.9781397,37,1.0231807446544252,0.06190273966237322,701961.4402951547
5,37,161,1,1,3,7,0,1202500,3,0.10164608253780827,193602500,37,0.6001822674795765,0.06190273966237322,701961.4402951547
6,37,161,1,1,3,7,0,591500,3,0.10164608253780827,95231500,37,-0.10931405108189729,0.06190273966237322,701961.4402951547
7,37,161,1,1,3,7,52000,1947833.3333333333,3,0.10164608253780827,313601166.6666666,37,1.082497188204762,0.06190273966237322,701961.4402951547
8,37,161,1,1,3,1,0,2123816.6666666665,3,0.10164608253780827,341934483.3333333,37,1.168994329007436,0.06190273966237322,701961.4402951547
9,37,161,1,1,3,1,0,632916.6666666667,3,0.10164608253780827,101899583.33333334,37,-0.04163696925846594,0.06190273966237322,701961.4402951547
10,37,161,1,1,3,1,124800,839800,3,0.10164608253780827,135207800,37,0.24118803374975428,0.06190273966237322,701961.4402951547
11,37,161,1,1,3,0,0,230000,3,0.10164608253780827,37030000,37,-1.0538964255771432,0.06190273966237322,701961.4402951547
1,38,151,1,1,3,7,0,2647666.6666666665,3,0.03752155436826943,399797666.6666666,38,1.389458293464683,0.009303430658128595,665993.0034523915
2,38,151,1,1,3,1,0,722500,3,0.03752155436826943,109097500,38,0.09074168548624861,0.009303430658128595,665993.0034523915
3,38,151,1,1,3,2,104000,208000,3,0.03752155436826943,31408000,38,-1.1544376547990218,0.009303430658128595,665993.0034523915
4,38,151,1,1,3,4,0,1430000,3,0.03752155436826943,215930000,38,0.773453988753614,0.009303430658128595,665993.0034523915
5,38,151,1,1,3,2,0,378000,3,0.03752155436826943,57078000,38,-0.5570815388807517,0.009303430658128595,665993.0034523915
6,38,151,1,1,3,3,0,747500,3,0.03752155436826943,112872500,38,0.12475857076450225,0.009303430658128595,665993.0034523915
8,38,151,1,1,3,4,0,1351375,3,0.03752155436826943,204057625,38,0.7169021371125961,0.009303430658128595,665993.0034523915
9,38,151,1,1,3,5,0,504183.33333333326,3,0.03752155436826943,76131683.33333333,38,-0.2690357759586117,0.009303430658128595,665993.0034523915
10,38,151,1,1,3,3,0,990166.6666666667,3,0.03752155436826943,149515166.6666667,38,0.4058975446273472,0.009303430658128595,665993.0034523915
11,38,151,1,1,3,4,0,388916.66666666674,3,0.03752155436826943,58726416.66666668,38,-0.5286106383385238,0.009303430658128595,665993.0034523915
12,38,151,1,1,3,2,0,422500,3,0.03752155436826943,63797500,38,-0.44578628770311113,0.009303430658128595,665993.0034523915
1,39,134,1,1,3,3,0,339000,3,-0.08191848249574374,45426000,39,-0.6659756271198898,-0.08888774266212693,603706.4028977863
2,39,134,1,1,3,2,0,183083.33333333337,3,-0.08191848249574374,24533166.66666667,39,-1.282034311903729,-0.08888774266212693,603706.4028977863
4,39,134,1,1,3,2,0,758853.3333333335,3,-0.08191848249574374,101686346.66666669,39,0.1398327875076948,-0.08888774266212693,603706.4028977863
5,39,134,1,1,3,2,0,156000,3,-0.08191848249574374,20904000,39,-1.4421197272508017,-0.08888774266212693,603706.4028977863
6,39,134,1,1,3,7,0,1950000,3,-0.08191848249574374,261300000,39,1.0836089170574539,-0.08888774266212693,603706.4028977863
7,39,134,1,1,3,3,0,632580,3,-0.08191848249574374,84765720,39,-0.04216903968342578,-0.08888774266212693,603706.4028977863
8,39,134,1,1,3,1,0,200833.33333333334,3,-0.08191848249574374,26911666.666666668,39,-1.1895003578036398,-0.08888774266212693,603706.4028977863
9,39,134,1,1,3,1,0,88500,3,-0.08191848249574374,11859000,39,-2.0089731824864554,-0.08888774266212693,603706.4028977863
10,39,134,1,1,3,1,0,18000,3,-0.08191848249574374,2412000,39,-3.6016039766041743,-0.08888774266212693,603706.4028977863
11,39,134,1,1,2,2,0,535166.6666666667,2,-0.08191848249574374,71712333.33333334,39,-0.2093975096388796,-0.08888774266212693,603706.4028977863
12,39,134,1,1,3,7,0,866666.6666666667,3,-0.08191848249574374,116133333.33333334,39,0.27267870084112467,-0.08888774266212693,603706.4028977863
1,40,146,1,1,3,3,0,937962.5250948027,3,0.003848339261681488,136942528.6638412,40,0.3517342617832693,-0.018404903088628327,647792.7606645807
2,40,146,1,1,3,2,0,507000,3,0.003848339261681488,74022000,40,-0.26346473090915623,-0.018404903088628327,647792.7606645807
3,40,146,1,1,3,2,0,690083.3333333333,3,0.003848339261681488,100752166.66666666,40,0.044836628745359874,-0.018404903088628327,647792.7606645807
4,40,146,1,1,3,3,0,988000,3,0.003848339261681488,144248000,40,0.40370696324752764,-0.018404903088628327,647792.7606645807
5,40,146,1,1,3,2,0,338000,3,0.003848339261681488,49348000,40,-0.66892983901732,-0.018404903088628327,647792.7606645807
6,40,146,1,1,3,2,0,1115000,3,0.003848339261681488,162790000,40,0.5246339493938805,-0.018404903088628327,647792.7606645807
